SID,Network,Name,Elevation,State,Lon,Lat,SPI,alpha_ref,beta_ref
"011620",Coop,BEVILL LOCK AND DAM,"158",AL,-88.286860000000004,33.210410000000003,-0.709052439282166,0.070761276426077,1.653819598761687
"014619",Coop,HOLT LOCK & DAM,"195",AL,-87.449789999999993,33.253010000000003,1.458588179458074,0.047500816179783,1.067702571629093
"014619",Coop,BESSEMER 3 WSW,"435",AL,-87.006720000000001,33.393720000000002,1.108096572665303,0.071044969249543,1.698725557316937
"014619",Coop,BANKHEAD LOCK & DAM,"280",AL,-87.357200000000006,33.452700000000000,0.495260385948542,0.058039442782743,1.556283425429521
"014209",Coop,BIRMINGHAM AP,"616",AL,-86.744900000000001,33.565449999999998,0.364889173177283,0.057439909019594,1.584061710592185
"014209",Coop,HEFLIN,"1010",AL,-85.609440000000006,33.643470000000001,0.972202734129841,0.059162111245108,1.512890027553789
"014209",Coop,FAYETTE,"331",AL,-87.829930000000004,33.679549999999999,0.197253364136606,0.071237307580888,1.769780712115856
"018648",Coop,ONEONTA,"1095",AL,-86.421229999999994,33.926330000000000,-0.251246975039339,0.107564258622205,2.638475796404005
"013620",Coop,HAMILTON,"490",AL,-87.994659999999996,34.138840000000002,-0.197653822100538,0.041960668217733,1.077179028575101
"013620",Coop,BOAZ,"1070",AL,-86.163300000000007,34.200800000000001,-0.615661206297666,0.061406943933798,1.457938833218529
"010390",Coop,GUNTERSVILLE,"578",AL,-86.329700000000003,34.334400000000002,-0.603506129315561,0.079444530013244,2.003457588311270
"010390",Coop,FORT PAYNE,"917",AL,-85.723600000000005,34.440600000000003,-0.246493794019448,0.057852449296574,1.448782075997898
"010390",Coop,MOULTON 2,"622",AL,-87.299000000000007,34.488399999999999,-1.208123155191868,0.055746366283409,1.513141771120892
"010390",Coop,BELLE MINA 2 N,"603",AL,-86.881900000000002,34.689100000000003,0.104537908604227,0.066476108002843,1.518182362643828
"015478",Coop,COFFEEVILLE L&D,"46",AL,-88.128760000000000,31.756150000000002,0.773096752517632,0.074007256885248,1.720953095351102
"015478",Coop,DOTHAN REGIONAL AP,"368",AL,-85.443240000000003,31.317670000000000,-0.455512455423832,0.063022009574814,1.801069364714758
"015478",Coop,HUNTSVILLE INTNL AP,"623",AL,-86.786150000000006,34.644060000000003,-0.002280170655681,0.070092324915263,1.594851898929148
"015478",Coop,TUSCALOOSA ACFD,"165",AL,-87.609899999999996,33.223100000000002,0.872958098630958,0.050349999089944,1.389047619194832
"034572",Coop,MONTGOMERY AP,"217",AL,-86.407449999999997,32.299700000000001,-1.461800716687285,0.057975412617616,1.408601848409879
"034572",Coop,CONWAY,"312",AR,-92.490300000000005,35.103400000000001,1.299813478233209,0.069291313984346,1.324588217753398
"034572",Coop,CORNING,"246",AR,-90.591669999999993,36.408320000000003,1.877327934383924,0.063154133954765,1.310366491938736
"036928",Coop,MENA,"1144",AR,-94.290000000000006,34.597900000000003,-0.733236139866179,0.111899007603930,2.819068001441476
"036928",Coop,NEWPORT,"220",AR,-91.274789999999996,35.604270000000000,1.120623540910525,0.073048494926889,1.484205992660808
"036928",Coop,PINE BLUFF,"230",AR,-92.018500000000003,34.225499999999997,-0.235384120934551,0.119846285587175,2.352373552702062
"036928",Coop,PRESCOTT 2 NNW,"308",AR,-93.387900000000002,33.820399999999999,-0.311039599079873,0.095753449554981,2.027588835332792
"034934",Coop,WARREN 2 ENE,"169",AR,-92.033969999999997,33.621200000000002,-0.644024949304310,0.079362387495818,1.754687225040653
"034934",Coop,ROHWER 2 NNE,"151",AR,-91.269419999999997,33.810260000000000,-0.217147738266047,0.071908291399517,1.388484177435630
"034934",Coop,PERRY,"300",AR,-92.795500000000004,35.044100000000000,0.231445045669553,0.099616545853097,2.192617350365010
"034934",Coop,PORTLAND,"128",AR,-91.505799999999994,33.251100000000001,-1.030441707372408,0.094072657714060,2.107623284919542
"033428",Coop,MAGNOLIA,"372",AR,-93.182239999999993,33.258589999999998,-1.033527186742093,0.083161549718333,1.716688092892217
"033428",Coop,TEXARKANA WEBB FIELD,"380",AR,-93.987769999999998,33.456060000000001,0.361132296762801,0.158321751790147,2.994536483375248
"033428",Coop,CAMDEN 1,"116",AR,-92.823599999999999,33.590000000000003,0.050805483443092,0.104099926630917,2.075808694765005
"033428",Coop,ASHDOWN 4 SSE,"320",AR,-94.099400000000003,33.619500000000002,-0.220884725379225,0.101539433246815,2.042968652871754
"033428",Coop,FORDYCE,"226",AR,-92.399060000000006,33.822760000000002,-0.400816355209880,0.094074381602807,2.093418614277882
"035078",Coop,FOREMAN,"423",AR,-94.397499999999994,33.722200000000001,0.696395066328689,0.151867637219133,2.760481965655824
"035078",Coop,NASHVILLE,"400",AR,-93.850700000000003,33.929299999999998,0.459036886960743,0.136427836856006,2.859435024050797
"035078",Coop,ANTOINE 1 SW,"300",AR,-93.433199999999999,34.027500000000003,0.304842159699222,0.097794817334091,2.112821116358579
"035078",Coop,DEQUEEN,"407",AR,-94.347999999999999,34.046300000000002,-0.242075981684841,0.146747237926456,2.933640347727541
"036376",Coop,ARKADELPHIA 2 N,"196",AR,-93.058899999999994,34.143300000000004,-0.238357860903048,0.155222154192686,3.140904429049827
"036376",Coop,SHERIDAN,"247",AR,-92.394400000000005,34.302889999999998,-0.678124332354337,0.104501340284742,2.065565522523511
"036376",Coop,BOGG SPRINGS,"1258",AR,-94.411940000000001,34.326529999999998,-1.408614731346853,0.085671521953148,1.976636206119625
"033242",Coop,MALVERN,"300",AR,-92.836299999999994,34.394700000000000,-1.327096291856561,0.110155783172485,2.495397920935967
"033242",Coop,BIG FORK 1 SSE,"1200",AR,-93.998300000000000,34.461900000000000,-0.140624057729788,0.092384368039629,2.525356307949278
"033242",Coop,HOT SPRINGS ASOS,"505",AR,-93.104129999999998,34.475510000000000,-0.564864086867319,0.105881790195902,1.994779529799767
"037592",Coop,BENTON,"346",AR,-92.600530000000006,34.568010000000001,-0.075819517064902,0.092471231128401,2.010566749693279
"037592",Coop,BLAKELY MOUNTAIN DAM,"426",AR,-93.194350000000000,34.570360000000001,-0.370795115028147,0.129158346169954,2.750748248599642
"030130",Coop,MARIANNA 2 S,"254",AR,-90.766329999999996,34.732939999999999,0.652001028935521,0.098332382962898,1.830867203070413
"030130",Coop,LITTLE ROCK AP ADAMS FIELD,"251",AR,-92.235799999999998,34.727269999999997,0.162608241583696,0.096727793064518,1.697506890250001
"030130",Coop,CRYSTAL VALLEY,"396",AR,-92.449380000000005,34.688479999999998,0.285093883987603,0.084069058294639,1.795004995134620
"030130",Coop,NORTH LITTLE ROCK WFO,"563",AR,-92.259600000000006,34.835299999999997,0.507430922997139,0.087091922092238,1.686782799413058
"031102",Coop,LAKE MAUMELLE,"305",AR,-92.488900000000001,34.851100000000002,0.378494130714544,0.103397953982941,1.962054573657154
"031102",ICAO,LITTLE ROCK AFB,"311",AR,-92.150000000000006,34.916670000000003,-0.367712472318319,0.087728095753999,1.752001367245251
"031102",Coop,WALDRON,"716",AR,-94.094399999999993,34.922899999999998,0.287512500081253,0.077928253886112,1.857609273188378
"031102",Coop,DES ARC,"200",AR,-91.497799999999998,34.977200000000003,-0.818508973376923,0.068972931874589,1.208994167967311
"035046",Coop,DANVILLE,"375",AR,-93.394700000000000,35.037500000000001,-0.959716016646433,0.074341596207206,1.584055020801039
"035046",Coop,ABBOTT,"680",AR,-94.159400000000005,35.023699999999998,1.102097657488627,0.115976128143969,2.786132221317896
"035046",Coop,WEST MEMPHIS,"235",AR,-90.180480000000003,35.124070000000003,0.529695539107573,0.076630708619816,1.585565725176871
"035046",Coop,JONESBORO 3 SSE,"258",AR,-90.654989999999998,35.824359999999999,0.922240895769034,0.056373926820878,1.232075574390929
"032443",Coop,ALICIA 2 NNE,"258",AR,-91.054280000000006,35.930680000000002,-0.023596316723113,0.079439239610476,1.570436492183503
"032443",Coop,MARSHALL,"951",AR,-92.656400000000005,35.911799999999999,1.676225674761235,0.029658201886817,0.552422892176926
"032443",Coop,GILBERT,"606",AR,-92.716099999999997,35.988500000000002,0.763495958047683,0.080328723745580,1.625631421392348
"032443",Coop,PARAGOULD 1S,"282",AR,-90.491979999999998,36.032989999999998,0.658013115019270,0.065164891017090,1.462601202195008
"032443",Coop,JASPER,"885",AR,-93.187749999999994,36.005589999999998,-1.206050310908281,0.069316824859786,1.400216553018341
"035228",Coop,CALICO ROCK 2 WSW,"359",AR,-92.164169999999999,36.109189999999998,0.703747197949844,0.064278158381513,1.371160731284748
"034106",Coop,MOUNTAIN HOME 1 NNW,"800",AR,-92.393900000000002,36.345799999999997,0.665044417081708,0.069981177103192,1.564599238989707
"034106",Coop,SALEM,"680",AR,-91.803600000000003,36.356099999999998,1.433728179560926,0.048815369802957,1.061333937436016
"032760",Coop,SAINT FRANCIS,"297",AR,-90.146490000000000,36.453380000000003,0.829303887888234,0.073105525421156,1.421501520155213
"032760",Coop,OMAHA,"1344",AR,-93.189250000000001,36.449289999999998,0.162689177058974,0.102019334857921,2.086499567695562
"032760",Coop,BLACK ROCK,"360",AR,-91.117140000000006,36.130699999999997,0.236719178003330,0.058767949714623,1.435535195219582
"032760",Coop,LEWISVILLE,"340",AR,-93.567400000000006,33.361300000000000,0.867971797759334,0.094632799633413,2.010603424481564
"036506",Coop,MORRILTON,"340",AR,-92.767200000000003,35.158000000000001,0.984640267119291,0.115895264866078,2.389017307568841
"036506",Coop,BLUE MOUNTAIN DAM,"456",AR,-93.650180000000006,35.109310000000001,-0.579065231350598,0.063654095734963,1.316916241525409
"036506",Coop,DARDANELLE,"370",AR,-93.167500000000004,35.234200000000001,-1.370186996553721,0.081955372786151,1.642230956394169
"033228",Coop,FORT SMITH REGIONAL AP,"448",AR,-94.365260000000006,35.333460000000002,0.572646905788929,0.087539064586552,1.872097502633539
"033228",Coop,BEEDEVILLE 4 NE,"218",AR,-91.056640000000002,35.458579999999998,-0.161092569613037,0.100690554700703,2.022444598612152
"033228",Coop,DAMASCUS 2 NNE,"680",AR,-92.382700000000000,35.403300000000002,0.625753547378013,0.085689201265964,1.897496265959370
"032578",Coop,CLARKSVILLE 6 NE,"850",AR,-93.403599999999997,35.532800000000002,-0.085284223637738,0.071244274031817,1.625912318195074
"032578",Coop,OZONE,"1928",AR,-93.434700000000007,35.646400000000000,-0.200130286886343,0.076229853743156,1.925393119800464
"032578",Coop,BOTKINBURG 3 NE,"1271",AR,-92.467219999999998,35.726390000000002,-0.437519803672415,0.083872121263532,1.911641578402089
"037530",Coop,BATESVILLE L&D 1,"290",AR,-91.638400000000004,35.759500000000003,1.152803234651515,0.075736887713284,1.645511542774267
"037530",Coop,BATESVILLE LVSTK,"571",AR,-91.794399999999996,35.830599999999997,1.299103255324664,0.073599034095039,1.659734290772248
"037530",Coop,OZARK 2,"830",AR,-93.868300000000005,35.512500000000003,-0.094991943055588,0.069761898943327,1.681037014694604
"037530",Coop,MONTICELLO MUNICIPAL AP,"279",AR,-91.755499999999998,33.636020000000002,0.008164447303956,0.099076552111902,1.821585176367919
"037530",Coop,EL DORADO GOODWIN FIELD,"256",AR,-92.814040000000006,33.220720000000000,-1.023869571121943,0.098135727783016,2.046280597982752
"020080",Coop,HARRISON BOONE COUNTY AP,"1371",AR,-93.156570000000002,36.267270000000003,-0.073355379461389,0.081619408285953,1.707176101428342
"020080",Coop,PINE BLUFF GRIDER FIELD,"204",AR,-91.934439999999995,34.179810000000003,0.024214598780723,0.101470424274681,1.789048269570969
"020080",Coop,PAGO PAGO WSO AIRPORT,"12",AS,-170.713609999999989,-14.330560000000000,-0.564364324904887,0.083266827060397,3.229354643354933
"027390",Coop,CANYON DE CHELLY,"5610",AZ,-109.539400000000001,36.153300000000002,-0.394781151132971,0.104895503558897,0.611962390681436
"027390",Coop,PRESCOTT,"5205",AZ,-112.432199999999995,34.570599999999999,-0.103598357380419,0.105578906612733,1.445654261113578
"025924",Coop,SAINT JOHNS,"5790",AZ,-109.401200000000003,34.518099999999997,0.820185456513137,0.095538263527005,0.893205084066849
"025924",Coop,TOMBSTONE,"4659",AZ,-110.068600000000004,31.711900000000000,-0.554050164760622,0.074633795336632,1.154944102239839
"025924",Coop,WILLIAMS,"6909",AZ,-112.192899999999995,35.241300000000003,-0.095756816610948,0.073612337571574,1.161113396930442
"025924",Coop,CORONADO NATIONAL MEMORIAL,"5242",AZ,-110.254099999999994,31.345500000000001,-0.266018195205414,0.034832500553438,0.797932738048577
"024864",Coop,SASABE,"3590",AZ,-111.543599999999998,31.483000000000001,-0.624333725826811,0.074819658564394,1.147527737860112
"024864",Coop,ARIVACA,"3649",AZ,-111.317089999999993,31.576689999999999,0.326916986149037,0.048081742808110,0.937072825456124
"024864",Coop,TUMACACORI NM,"3267",AZ,-111.049700000000001,31.567699999999999,-0.257710102712264,0.041698345031696,0.793782952523176
"024675",Coop,PEARCE - SUNSITES,"4339",AZ,-109.839500000000001,31.937230000000000,0.008028348140135,0.056882783530007,0.796883782932991
"024675",Coop,BENSON 6SE,"3690",AZ,-110.240300000000005,31.880500000000001,-1.005192835278025,0.071452476340118,0.982841076105176
"024675",Coop,ANVIL RANCH,"2759",AZ,-111.383700000000005,31.979299999999999,0.294153044840503,0.077465145935379,0.920394846461478
"025732",Coop,CHIRICAHUA NATIONAL MONUMENT,"5360",AZ,-109.357200000000006,32.006100000000004,-0.325614576228163,0.084255043182845,1.725327259818214
"025732",Coop,SAN SIMON,"3579",AZ,-109.226669999999999,32.293250000000000,-0.246823085976899,0.088408177914612,0.882034563150206
"025732",Coop,WILLCOX,"4170",AZ,-109.836900000000000,32.255299999999998,-0.037392052082635,0.071073252505995,0.893641493291794
"029654",Coop,SAN MANUEL,"3420",AZ,-110.629080000000002,32.601349999999996,0.062263061455900,0.090563609638697,1.198566601247721
"029654",Coop,FOUNTAIN HILLS,"1580",AZ,-111.712850000000003,33.601059999999997,-0.692557847949062,0.265333330530298,1.335300753411512
"029654",Coop,YUMA MCAS,"213",AZ,-114.616669999999999,32.649999999999999,-1.074671467298976,0.558436390381487,0.896215653652250
"029654",Coop,TACNA 3 NE,"324",AZ,-113.919100000000000,32.722499999999997,-0.983930351225865,0.253303504812660,0.619350698657164
"027480",Coop,CASA GRANDE NATL MONUMENT,"1419",AZ,-111.536699999999996,32.994700000000002,0.478022779516250,0.153645112761340,0.880806528622573
"028214",Coop,PHOENIX AIRPORT,"1113",AZ,-112.003649999999993,33.427799999999998,-1.160919910054393,0.240355938049801,1.003272947888751
"028214",Coop,TOLLESON 1 E,"1025",AZ,-112.243300000000005,33.451900000000002,-1.155008483728345,0.457268432406577,2.034869605264952
"024182",Coop,YOUNGTOWN,"1135",AZ,-112.300669999999997,33.594340000000003,-1.657631618329854,0.220012267699980,0.994140370007848
"024182",Coop,CAREFREE,"2530",AZ,-111.901669999999996,33.816400000000002,0.579412424088379,0.246894507427624,1.520346219700978
"020100",Coop,PAYSON,"4850",AZ,-111.344600000000000,34.232599999999998,-1.358349600842468,0.090136430804568,1.210643336535316
"020586",Coop,PRESCOTT LOVE FIELD,"5013",AZ,-112.422340000000005,34.649149999999999,-0.909442106569460,0.146531465140651,1.509741573231361
"024453",Coop,BLUE RIDGE RANGER STATION,"6880",AZ,-111.192200000000000,34.610799999999998,0.058240184583985,0.076009840573204,1.207532947901077
"024453",Coop,WIKIEUP,"2010",AZ,-113.612399999999994,34.705500000000001,0.285894661349076,0.274849432455980,1.141996096284148
"026190",Coop,WINSLOW AIRPORT,"4886",AZ,-110.722059999999999,35.027949999999997,-0.140829974289633,0.172086642770638,0.887414790016348
"029542",Coop,FLAGSTAFF AP,"6999",AZ,-111.666370000000001,35.144269999999999,-0.250947305315895,0.115180934246345,1.647743243720302
"029542",Coop,BULLHEAD CITY,"531",AZ,-114.568629999999999,35.141069999999999,-0.941650441617961,0.574747011146659,0.969331919687511
"029542",Coop,WALNUT CANYON NATIONAL MONUMENT,"6695",AZ,-111.509699999999995,35.172100000000000,-0.254784302766634,0.079888691351184,1.219561909112340
"023009",Coop,PHANTOM RANCH,"2530",AZ,-112.094700000000003,36.106600000000000,-0.812631649345927,0.210592000563523,1.351443463441325
"023009",Coop,BRIGHT ANGEL RANGER STATION,"8350",AZ,-112.061899999999994,36.214700000000001,0.613904662946865,0.137149605089657,1.674407038686320
"023009",Coop,PIPE SPRING NATIONAL MONUMENT,"4920",AZ,-112.737399999999994,36.862600000000000,-0.327287535468223,0.191653817647140,1.147478218974513
"023009",Coop,TEEC NOS POS,"5290",AZ,-109.090000000000003,36.923299999999998,0.618506853758328,0.153917733770808,0.846788631896086
"026513",Coop,SIERRA VISTA,"4606",AZ,-110.280730000000005,31.536989999999999,-0.630738529069880,0.062204940434106,0.960539491245257
"026513",Coop,TUCSON 17 NW,"2561",AZ,-111.196100000000001,32.254100000000001,0.455847578565034,0.068604733542702,0.753262095488000
"026513",Coop,APACHE JUNCTION 5 NE,"2070",AZ,-111.481300000000005,33.462499999999999,-0.577415327234876,0.160065546733556,1.164110973614196
"026513",Coop,LAKE HAVASU CITY,"449",AZ,-114.360399999999998,34.503100000000003,-1.126070785116822,0.377603393697248,0.875746271614235
"027855",Coop,GREEN VALLEY,"2900",AZ,-110.997699999999995,31.893000000000001,-0.890563320324592,0.078683264514633,1.137724488433206
"027855",Coop,VAIL 7 N,"2980",AZ,-110.724699999999999,32.126300000000001,-0.796523156410178,0.084443526741418,1.094629080277288
"027855",Coop,TEMPE ASU,"1167",AZ,-111.921679999999995,33.425440000000002,-1.373428806987560,0.187836456930593,1.044011473004993
USS0009S11S,Coop,TUCSON INTERNATIONAL AIRPORT,"2551",AZ,-110.956379999999996,32.131529999999998,0.056296194657496,0.088373251073983,0.965718366369411
USS0009S11S,GHCN,BALDY,"9125",AZ,-109.500000000000000,33.979999999999997,0.204884680960409,0.036853445121405,0.748377951052836
USS0009S11S,GHCN,MAVERICK FORK,"9200",AZ,-109.459999999999994,33.920000000000002,0.111531435740004,0.077959571128557,1.531803173947798
USS0009S11S,GHCN,BEAVER HEAD,"7990",AZ,-109.219999999999999,33.689999999999998,0.748975368016202,0.086109246249797,1.526291274317526
